type,values,model,period,lambda
n_breaches,24,baseline,all,0.9
N_observations,5505,baseline,all,0.9
perc_breaches,0.004359673024523161,baseline,all,0.9
conf_level,0.9956403269754769,baseline,all,0.9
avg_shortfall,-0.01598073644905332,baseline,all,0.9
max_shortfall,-0.05801889762374722,baseline,all,0.9
costs,0.08225787536382342,baseline,all,0.9
peak_to_through,6.6446378875951755,baseline,all,0.9
max_1d,1.3271709548165427,baseline,all,0.9
max_5d,2.0812501753101618,baseline,all,0.9
max_30d,4.398594662598085,baseline,all,0.9
max_ltm,1.7200919570870055,baseline,all,0.9
avg_ltm,1.2183235487539694,baseline,all,0.9
n_breaches,26,speed,all,0.9
N_observations,5505,speed,all,0.9
perc_breaches,0.004722979109900091,speed,all,0.9
conf_level,0.9952770208901,speed,all,0.9
avg_shortfall,-0.01948140040647242,speed,all,0.9
max_shortfall,-0.060855306728154146,speed,all,0.9
costs,0.0818087940827627,speed,all,0.9
peak_to_through,6.021475493020318,speed,all,0.9
max_1d,1.3271709548165427,speed,all,0.9
max_5d,1.995118266096999,speed,all,0.9
max_30d,1.9152737407686138,speed,all,0.9
max_ltm,1.7200919570870055,speed,all,0.9
avg_ltm,1.2491123678700764,speed,all,0.9
n_breaches,15,floor,all,0.9
N_observations,5504,floor,all,0.9
perc_breaches,0.0027252906976744187,floor,all,0.9
conf_level,0.9972747093023255,floor,all,0.9
avg_shortfall,-0.018618166435585056,floor,all,0.9
max_shortfall,-0.05801889762374722,floor,all,0.9
costs,0.08815751565169133,floor,all,0.9
peak_to_through,3.832118318870213,floor,all,0.9
max_1d,1.2461107561313145,floor,all,0.9
max_5d,1.7948261061694475,floor,all,0.9
max_30d,3.2904748075902157,floor,all,0.9
max_ltm,1.4825682875503206,floor,all,0.9
avg_ltm,1.1983234449155322,floor,all,0.9
n_breaches,25,cap,all,0.9
N_observations,5505,cap,all,0.9
perc_breaches,0.004541326067211626,cap,all,0.9
conf_level,0.9954586739327884,cap,all,0.9
avg_shortfall,-0.015935136319829457,cap,all,0.9
max_shortfall,-0.05801889762374722,cap,all,0.9
costs,0.08050701110741541,cap,all,0.9
peak_to_through,3.7478670421576323,cap,all,0.9
max_1d,1.3271709548165427,cap,all,0.9
max_5d,2.0812501753101618,cap,all,0.9
max_30d,2.960350255888464,cap,all,0.9
max_ltm,1.7200919570870055,cap,all,0.9
avg_ltm,1.2135669049796358,cap,all,0.9
n_breaches,9,buffer,all,0.9
N_observations,5505,buffer,all,0.9
perc_breaches,0.0016348773841961854,buffer,all,0.9
conf_level,0.9983651226158038,buffer,all,0.9
avg_shortfall,-0.012112485527945003,buffer,all,0.9
max_shortfall,-0.027961546612209176,buffer,all,0.9
costs,0.10185130583817867,buffer,all,0.9
peak_to_through,5.31571031007614,buffer,all,0.9
max_1d,1.3271709548165427,buffer,all,0.9
max_5d,2.0812501753101613,buffer,all,0.9
max_30d,3.518875730078468,buffer,all,0.9
max_ltm,1.3760735656696044,buffer,all,0.9
avg_ltm,1.1413999601491696,buffer,all,0.9
n_breaches,16,cap_floor,all,0.9
N_observations,5504,cap_floor,all,0.9
perc_breaches,0.0029069767441860465,cap_floor,all,0.9
conf_level,0.997093023255814,cap_floor,all,0.9
avg_shortfall,-0.01838207685951454,cap_floor,all,0.9
max_shortfall,-0.05801889762374722,cap_floor,all,0.9
costs,0.08640633346097128,cap_floor,all,0.9
peak_to_through,2.16148271612438,cap_floor,all,0.9
max_1d,1.2226414961411105,cap_floor,all,0.9
max_5d,1.6467172830457748,cap_floor,all,0.9
max_30d,2.16148271612438,cap_floor,all,0.9
max_ltm,1.4825682875503206,cap_floor,all,0.9
avg_ltm,1.1921411955080383,cap_floor,all,0.9
n_breaches,16,speed_floor,all,0.9
N_observations,5504,speed_floor,all,0.9
perc_breaches,0.0029069767441860465,speed_floor,all,0.9
conf_level,0.997093023255814,speed_floor,all,0.9
avg_shortfall,-0.019444918439867308,speed_floor,all,0.9
max_shortfall,-0.05801889762374722,speed_floor,all,0.9
costs,0.08789607096793499,speed_floor,all,0.9
peak_to_through,3.5560834333828293,speed_floor,all,0.9
max_1d,1.2226414961411105,speed_floor,all,0.9
max_5d,1.6467172830457748,speed_floor,all,0.9
max_30d,1.9152737407686138,speed_floor,all,0.9
max_ltm,1.4825682875503206,speed_floor,all,0.9
avg_ltm,1.2009742665034346,speed_floor,all,0.9
n_breaches,6,baseline,covid,0.9
N_observations,252,baseline,covid,0.9
perc_breaches,0.023809523809523808,baseline,covid,0.9
conf_level,0.9761904761904762,baseline,covid,0.9
avg_shortfall,-0.013546119674367023,baseline,covid,0.9
max_shortfall,-0.025546684345087625,baseline,covid,0.9
costs,0.12921326883358164,baseline,covid,0.9
peak_to_through,5.337394720819429,baseline,covid,0.9
max_1d,1.2861897137011342,baseline,covid,0.9
max_5d,2.0231599376928453,baseline,covid,0.9
max_30d,4.398594662598085,baseline,covid,0.9
max_ltm,1.3629576614668935,baseline,covid,0.9
avg_ltm,1.1765094098728932,baseline,covid,0.9
n_breaches,8,speed,covid,0.9
N_observations,252,speed,covid,0.9
perc_breaches,0.031746031746031744,speed,covid,0.9
conf_level,0.9682539682539683,speed,covid,0.9
avg_shortfall,-0.02553193172965067,speed,covid,0.9
max_shortfall,-0.060855306728154146,speed,covid,0.9
costs,0.1207129634749074,speed,covid,0.9
peak_to_through,4.446945885360644,speed,covid,0.9
max_1d,1.2861897137011342,speed,covid,0.9
max_5d,1.8833531949081517,speed,covid,0.9
max_30d,1.9152737407686138,speed,covid,0.9
max_ltm,1.5892413787973918,speed,covid,0.9
avg_ltm,1.2870266067205096,speed,covid,0.9
n_breaches,3,floor,covid,0.9
N_observations,252,floor,covid,0.9
perc_breaches,0.011904761904761904,floor,covid,0.9
conf_level,0.9880952380952381,floor,covid,0.9
avg_shortfall,-0.016872774791879985,floor,covid,0.9
max_shortfall,-0.025546684345087625,floor,covid,0.9
costs,0.1319091032460764,floor,covid,0.9
peak_to_through,3.832118318870213,floor,covid,0.9
max_1d,1.2033023538576235,floor,covid,0.9
max_5d,1.7948261061694475,floor,covid,0.9
max_30d,3.2904748075902157,floor,covid,0.9
max_ltm,1.2343851847423164,floor,covid,0.9
avg_ltm,1.1507169986331707,floor,covid,0.9
n_breaches,7,cap,covid,0.9
N_observations,252,cap,covid,0.9
perc_breaches,0.027777777777777776,cap,covid,0.9
conf_level,0.9722222222222222,cap,covid,0.9
avg_shortfall,-0.01373106446637984,cap,covid,0.9
max_shortfall,-0.025546684345087625,cap,covid,0.9
costs,0.11321933676239251,cap,covid,0.9
peak_to_through,3.010524591940564,cap,covid,0.9
max_1d,1.2861897137011342,cap,covid,0.9
max_5d,2.0231599376928453,cap,covid,0.9
max_30d,2.960350255888464,cap,covid,0.9
max_ltm,1.3629576614668935,cap,covid,0.9
avg_ltm,1.1654948448047127,cap,covid,0.9
n_breaches,1,buffer,covid,0.9
N_observations,252,buffer,covid,0.9
perc_breaches,0.003968253968253968,buffer,covid,0.9
conf_level,0.996031746031746,buffer,covid,0.9
avg_shortfall,-0.005705213301224851,buffer,covid,0.9
max_shortfall,-0.005705213301224851,buffer,covid,0.9
costs,0.15204472053096593,buffer,covid,0.9
peak_to_through,4.269915776655544,buffer,covid,0.9
max_1d,1.2861897137011344,buffer,covid,0.9
max_5d,2.023159937692845,buffer,covid,0.9
max_30d,3.518875730078468,buffer,covid,0.9
max_ltm,1.0903661291735147,buffer,covid,0.9
avg_ltm,1.0903661291735147,buffer,covid,0.9
n_breaches,4,cap_floor,covid,0.9
N_observations,252,cap_floor,covid,0.9
perc_breaches,0.015873015873015872,cap_floor,covid,0.9
conf_level,0.9841269841269842,cap_floor,covid,0.9
avg_shortfall,-0.016364764398524176,cap_floor,covid,0.9
max_shortfall,-0.025546684345087625,cap_floor,covid,0.9
costs,0.11591517117488728,cap_floor,covid,0.9
peak_to_through,2.16148271612438,cap_floor,covid,0.9
max_1d,1.1917002516739055,cap_floor,covid,0.9
max_5d,1.5869431611479412,cap_floor,covid,0.9
max_30d,2.16148271612438,cap_floor,covid,0.9
max_ltm,1.2343851847423164,cap_floor,covid,0.9
avg_ltm,1.1378896125737852,cap_floor,covid,0.9
n_breaches,4,speed_floor,covid,0.9
N_observations,252,speed_floor,covid,0.9
perc_breaches,0.015873015873015872,speed_floor,covid,0.9
conf_level,0.9841269841269842,speed_floor,covid,0.9
avg_shortfall,-0.020616130719935247,speed_floor,covid,0.9
max_shortfall,-0.03184619850410103,speed_floor,covid,0.9
costs,0.12709423972301676,speed_floor,covid,0.9
peak_to_through,3.5560834333828293,speed_floor,covid,0.9
max_1d,1.1917002516739055,speed_floor,covid,0.9
max_5d,1.5869431611479412,speed_floor,covid,0.9
max_30d,1.9152737407686136,speed_floor,covid,0.9
max_ltm,1.2407365903219696,speed_floor,covid,0.9
avg_ltm,1.1732218965553705,speed_floor,covid,0.9
n_breaches,6,baseline,financialcrisis,0.9
N_observations,462,baseline,financialcrisis,0.9
perc_breaches,0.012987012987012988,baseline,financialcrisis,0.9
conf_level,0.987012987012987,baseline,financialcrisis,0.9
avg_shortfall,-0.029764217893646742,baseline,financialcrisis,0.9
max_shortfall,-0.05801889762374722,baseline,financialcrisis,0.9
costs,0.10444992592757019,baseline,financialcrisis,0.9
peak_to_through,5.495600258740573,baseline,financialcrisis,0.9
max_1d,1.3271709548165427,baseline,financialcrisis,0.9
max_5d,2.0812501753101618,baseline,financialcrisis,0.9
max_30d,2.3955382174428164,baseline,financialcrisis,0.9
max_ltm,1.7200919570870055,baseline,financialcrisis,0.9
avg_ltm,1.3763237555877037,baseline,financialcrisis,0.9
n_breaches,6,speed,financialcrisis,0.9
N_observations,462,speed,financialcrisis,0.9
perc_breaches,0.012987012987012988,speed,financialcrisis,0.9
conf_level,0.987012987012987,speed,financialcrisis,0.9
avg_shortfall,-0.029764217893646742,speed,financialcrisis,0.9
max_shortfall,-0.05801889762374722,speed,financialcrisis,0.9
costs,0.10382440271113552,speed,financialcrisis,0.9
peak_to_through,5.460262960958527,speed,financialcrisis,0.9
max_1d,1.3271709548165427,speed,financialcrisis,0.9
max_5d,1.995118266096999,speed,financialcrisis,0.9
max_30d,1.9152737407686138,speed,financialcrisis,0.9
max_ltm,1.7200919570870055,speed,financialcrisis,0.9
avg_ltm,1.3763237555877037,speed,financialcrisis,0.9
n_breaches,6,floor,financialcrisis,0.9
N_observations,462,floor,financialcrisis,0.9
perc_breaches,0.012987012987012988,floor,financialcrisis,0.9
conf_level,0.987012987012987,floor,financialcrisis,0.9
avg_shortfall,-0.0243939271888866,floor,financialcrisis,0.9
max_shortfall,-0.05801889762374722,floor,financialcrisis,0.9
costs,0.10930117386495633,floor,financialcrisis,0.9
peak_to_through,3.3567447754469724,floor,financialcrisis,0.9
max_1d,1.2461107561313145,floor,financialcrisis,0.9
max_5d,1.7138175685936847,floor,financialcrisis,0.9
max_30d,2.3955382174428164,floor,financialcrisis,0.9
max_ltm,1.4825682875503206,floor,financialcrisis,0.9
avg_ltm,1.2613811871711376,floor,financialcrisis,0.9
n_breaches,6,cap,financialcrisis,0.9
N_observations,462,cap,financialcrisis,0.9
perc_breaches,0.012987012987012988,cap,financialcrisis,0.9
conf_level,0.987012987012987,cap,financialcrisis,0.9
avg_shortfall,-0.029764217893646742,cap,financialcrisis,0.9
max_shortfall,-0.05801889762374722,cap,financialcrisis,0.9
costs,0.09432905840185245,cap,financialcrisis,0.9
peak_to_through,3.398558977216028,cap,financialcrisis,0.9
max_1d,1.3271709548165427,cap,financialcrisis,0.9
max_5d,2.0812501753101618,cap,financialcrisis,0.9
max_30d,2.0865742094393736,cap,financialcrisis,0.9
max_ltm,1.7200919570870055,cap,financialcrisis,0.9
avg_ltm,1.3763237555877037,cap,financialcrisis,0.9
n_breaches,3,buffer,financialcrisis,0.9
N_observations,462,buffer,financialcrisis,0.9
perc_breaches,0.006493506493506494,buffer,financialcrisis,0.9
conf_level,0.9935064935064936,buffer,financialcrisis,0.9
avg_shortfall,-0.026348955038251593,buffer,financialcrisis,0.9
max_shortfall,-0.027961546612209176,buffer,financialcrisis,0.9
costs,0.12439357469222587,buffer,financialcrisis,0.9
peak_to_through,4.396480206992457,buffer,financialcrisis,0.9
max_1d,1.3271709548165427,buffer,financialcrisis,0.9
max_5d,2.0812501753101613,buffer,financialcrisis,0.9
max_30d,2.1016018215652705,buffer,financialcrisis,0.9
max_ltm,1.3760735656696044,buffer,financialcrisis,0.9
avg_ltm,1.2884933457669243,buffer,financialcrisis,0.9
n_breaches,6,cap_floor,financialcrisis,0.9
N_observations,462,cap_floor,financialcrisis,0.9
perc_breaches,0.012987012987012988,cap_floor,financialcrisis,0.9
conf_level,0.987012987012987,cap_floor,financialcrisis,0.9
avg_shortfall,-0.0243939271888866,cap_floor,financialcrisis,0.9
max_shortfall,-0.05801889762374722,cap_floor,financialcrisis,0.9
costs,0.09918030633923859,cap_floor,financialcrisis,0.9
peak_to_through,2.0758596975233248,cap_floor,financialcrisis,0.9
max_1d,1.2226414961411105,cap_floor,financialcrisis,0.9
max_5d,1.6467172830457748,cap_floor,financialcrisis,0.9
max_30d,1.830655971745912,cap_floor,financialcrisis,0.9
max_ltm,1.4825682875503206,cap_floor,financialcrisis,0.9
avg_ltm,1.2613811871711376,cap_floor,financialcrisis,0.9
n_breaches,6,speed_floor,financialcrisis,0.9
N_observations,462,speed_floor,financialcrisis,0.9
perc_breaches,0.012987012987012988,speed_floor,financialcrisis,0.9
conf_level,0.987012987012987,speed_floor,financialcrisis,0.9
avg_shortfall,-0.0243939271888866,speed_floor,financialcrisis,0.9
max_shortfall,-0.05801889762374722,speed_floor,financialcrisis,0.9
costs,0.1088777499056282,speed_floor,financialcrisis,0.9
peak_to_through,3.3351605473147252,speed_floor,financialcrisis,0.9
max_1d,1.2226414961411105,speed_floor,financialcrisis,0.9
max_5d,1.6467172830457748,speed_floor,financialcrisis,0.9
max_30d,1.9152737407686138,speed_floor,financialcrisis,0.9
max_ltm,1.4825682875503206,speed_floor,financialcrisis,0.9
avg_ltm,1.2613811871711376,speed_floor,financialcrisis,0.9
n_breaches,4,baseline,dotcom,0.9
N_observations,512,baseline,dotcom,0.9
perc_breaches,0.0078125,baseline,dotcom,0.9
conf_level,0.9921875,baseline,dotcom,0.9
avg_shortfall,-0.0126894352352648,baseline,dotcom,0.9
max_shortfall,-0.03514562604708647,baseline,dotcom,0.9
costs,0.10163716261998154,baseline,dotcom,0.9
peak_to_through,2.7241366847024806,baseline,dotcom,0.9
max_1d,1.198136145708691,baseline,dotcom,0.9
max_5d,1.4864430831246813,baseline,dotcom,0.9
max_30d,2.0191920578248816,baseline,dotcom,0.9
max_ltm,1.4457284561812738,baseline,dotcom,0.9
avg_ltm,1.148795682396915,baseline,dotcom,0.9
n_breaches,4,speed,dotcom,0.9
N_observations,512,speed,dotcom,0.9
perc_breaches,0.0078125,speed,dotcom,0.9
conf_level,0.9921875,speed,dotcom,0.9
avg_shortfall,-0.0126894352352648,speed,dotcom,0.9
max_shortfall,-0.03514562604708647,speed,dotcom,0.9
costs,0.10160785478701377,speed,dotcom,0.9
peak_to_through,2.7241366847024806,speed,dotcom,0.9
max_1d,1.198136145708691,speed,dotcom,0.9
max_5d,1.4864430831246813,speed,dotcom,0.9
max_30d,1.9152737407686136,speed,dotcom,0.9
max_ltm,1.4457284561812738,speed,dotcom,0.9
avg_ltm,1.148795682396915,speed,dotcom,0.9
n_breaches,3,floor,dotcom,0.9
N_observations,512,floor,dotcom,0.9
perc_breaches,0.005859375,floor,dotcom,0.9
conf_level,0.994140625,floor,dotcom,0.9
avg_shortfall,-0.016475114816737524,floor,dotcom,0.9
max_shortfall,-0.03514562604708647,floor,dotcom,0.9
costs,0.10244525759717565,floor,dotcom,0.9
peak_to_through,2.5009053554352505,floor,dotcom,0.9
max_1d,1.198136145708691,floor,dotcom,0.9
max_5d,1.4864430831246813,floor,dotcom,0.9
max_30d,2.0191920578248816,floor,dotcom,0.9
max_ltm,1.4457284561812738,floor,dotcom,0.9
avg_ltm,1.1917725713099692,floor,dotcom,0.9
n_breaches,4,cap,dotcom,0.9
N_observations,512,cap,dotcom,0.9
perc_breaches,0.0078125,cap,dotcom,0.9
conf_level,0.9921875,cap,dotcom,0.9
avg_shortfall,-0.0126894352352648,cap,dotcom,0.9
max_shortfall,-0.03514562604708647,cap,dotcom,0.9
costs,0.10042789801732754,cap,dotcom,0.9
peak_to_through,2.261151363456742,cap,dotcom,0.9
max_1d,1.198136145708691,cap,dotcom,0.9
max_5d,1.4864430831246813,cap,dotcom,0.9
max_30d,1.9418296028588908,cap,dotcom,0.9
max_ltm,1.4457284561812738,cap,dotcom,0.9
avg_ltm,1.148795682396915,cap,dotcom,0.9
n_breaches,1,buffer,dotcom,0.9
N_observations,512,buffer,dotcom,0.9
perc_breaches,0.001953125,buffer,dotcom,0.9
conf_level,0.998046875,buffer,dotcom,0.9
avg_shortfall,-0.015433161227029604,buffer,dotcom,0.9
max_shortfall,-0.015433161227029604,buffer,dotcom,0.9
costs,0.12693082340133943,buffer,dotcom,0.9
peak_to_through,2.595812592654109,buffer,dotcom,0.9
max_1d,1.198136145708691,buffer,dotcom,0.9
max_5d,1.4864430831246813,buffer,dotcom,0.9
max_30d,2.019192057824881,buffer,dotcom,0.9
max_ltm,1.1565827649450189,buffer,dotcom,0.9
avg_ltm,1.1565827649450189,buffer,dotcom,0.9
n_breaches,3,cap_floor,dotcom,0.9
N_observations,512,cap_floor,dotcom,0.9
perc_breaches,0.005859375,cap_floor,dotcom,0.9
conf_level,0.994140625,cap_floor,dotcom,0.9
avg_shortfall,-0.016475114816737524,cap_floor,dotcom,0.9
max_shortfall,-0.03514562604708647,cap_floor,dotcom,0.9
costs,0.10123599299452167,cap_floor,dotcom,0.9
peak_to_through,2.0758596975233248,cap_floor,dotcom,0.9
max_1d,1.198136145708691,cap_floor,dotcom,0.9
max_5d,1.4864430831246813,cap_floor,dotcom,0.9
max_30d,1.9418296028588908,cap_floor,dotcom,0.9
max_ltm,1.4457284561812738,cap_floor,dotcom,0.9
avg_ltm,1.1917725713099692,cap_floor,dotcom,0.9
n_breaches,3,speed_floor,dotcom,0.9
N_observations,512,speed_floor,dotcom,0.9
perc_breaches,0.005859375,speed_floor,dotcom,0.9
conf_level,0.994140625,speed_floor,dotcom,0.9
avg_shortfall,-0.016475114816737524,speed_floor,dotcom,0.9
max_shortfall,-0.03514562604708647,speed_floor,dotcom,0.9
costs,0.1024159497642079,speed_floor,dotcom,0.9
peak_to_through,2.5009053554352505,speed_floor,dotcom,0.9
max_1d,1.198136145708691,speed_floor,dotcom,0.9
max_5d,1.4864430831246813,speed_floor,dotcom,0.9
max_30d,1.9152737407686136,speed_floor,dotcom,0.9
max_ltm,1.4457284561812738,speed_floor,dotcom,0.9
avg_ltm,1.1917725713099692,speed_floor,dotcom,0.9
kpf,1,baseline,all,0.9
kpf,1,floor,all,0.9
kpf,1,cap,all,0.9
kpf,1,speed,all,0.9
kpf,1,buffer,all,0.9
kpf,1,speed_floor,all,0.9
kpf,1,cap_floor,all,0.9
n_breaches,26,baseline,all,0.905
N_observations,5505,baseline,all,0.905
perc_breaches,0.004722979109900091,baseline,all,0.905
conf_level,0.9952770208901,baseline,all,0.905
avg_shortfall,-0.01545176424559044,baseline,all,0.905
max_shortfall,-0.0594983269056933,baseline,all,0.905
costs,0.08205705363308813,baseline,all,0.905
peak_to_through,6.598913515956529,baseline,all,0.905
max_1d,1.3064734613216415,baseline,all,0.905
max_5d,2.0319803706226653,baseline,all,0.905
max_30d,4.324506467738693,baseline,all,0.905
max_ltm,1.716315776253903,baseline,all,0.905
avg_ltm,1.2103086278303785,baseline,all,0.905
n_breaches,28,speed,all,0.905
N_observations,5505,speed,all,0.905
perc_breaches,0.0050862851952770205,speed,all,0.905
conf_level,0.994913714804723,speed,all,0.905
avg_shortfall,-0.01868816416018223,speed,all,0.905
max_shortfall,-0.061890800295938325,speed,all,0.905
costs,0.08163163703609266,speed,all,0.905
peak_to_through,6.022001626403582,speed,all,0.905
max_1d,1.3064734613216415,speed,all,0.905
max_5d,1.982859871271752,speed,all,0.905
max_30d,1.9099317461406458,speed,all,0.905
max_ltm,1.716315776253903,speed,all,0.905
avg_ltm,1.2394161080757022,speed,all,0.905
n_breaches,16,floor,all,0.905
N_observations,5504,floor,all,0.905
perc_breaches,0.0029069767441860465,floor,all,0.905
conf_level,0.997093023255814,floor,all,0.905
avg_shortfall,-0.01853145684047694,floor,all,0.905
max_shortfall,-0.0594983269056933,floor,all,0.905
costs,0.08800385490815835,floor,all,0.905
peak_to_through,3.7433102031778716,floor,all,0.905
max_1d,1.2475569392109154,floor,all,0.905
max_5d,1.790256020729071,floor,all,0.905
max_30d,3.224855421081578,floor,all,0.905
max_ltm,1.5010386488404328,floor,all,0.905
avg_ltm,1.1979383452592098,floor,all,0.905
n_breaches,27,cap,all,0.905
N_observations,5505,cap,all,0.905
perc_breaches,0.004904632152588556,cap,all,0.905
conf_level,0.9950953678474115,cap,all,0.905
avg_shortfall,-0.015440719095034933,cap,all,0.905
max_shortfall,-0.0594983269056933,cap,all,0.905
costs,0.08034669396177074,cap,all,0.905
peak_to_through,3.802396944484552,cap,all,0.905
max_1d,1.3064734613216415,cap,all,0.905
max_5d,2.0319803706226653,cap,all,0.905
max_30d,2.9481970696004187,cap,all,0.905
max_ltm,1.716315776253903,cap,all,0.905
avg_ltm,1.2062866743398992,cap,all,0.905
n_breaches,11,buffer,all,0.905
N_observations,5505,buffer,all,0.905
perc_breaches,0.0019981834695731154,buffer,all,0.905
conf_level,0.9980018165304269,buffer,all,0.905
avg_shortfall,-0.010437307530594709,buffer,all,0.905
max_shortfall,-0.029810833214641785,buffer,all,0.905
costs,0.10158774669067289,buffer,all,0.905
peak_to_through,5.279130812765223,buffer,all,0.905
max_1d,1.3064734613216415,buffer,all,0.905
max_5d,2.0319803706226653,buffer,all,0.905
max_30d,3.4596051741909544,buffer,all,0.905
max_ltm,1.3730526210031224,buffer,all,0.905
avg_ltm,1.121707172991032,buffer,all,0.905
n_breaches,17,cap_floor,all,0.905
N_observations,5504,cap_floor,all,0.905
perc_breaches,0.0030886627906976743,cap_floor,all,0.905
conf_level,0.9969113372093024,cap_floor,all,0.905
avg_shortfall,-0.018332756154601344,cap_floor,all,0.905
max_shortfall,-0.0594983269056933,cap_floor,all,0.905
costs,0.0862931846576379,cap_floor,all,0.905
peak_to_through,2.1569537537359587,cap_floor,all,0.905
max_1d,1.2183014535021253,cap_floor,all,0.905
max_5d,1.6108437831604958,cap_floor,all,0.905
max_30d,2.1569537537359587,cap_floor,all,0.905
max_ltm,1.5010386488404328,cap_floor,all,0.905
avg_ltm,1.1922782004549881,cap_floor,all,0.905
n_breaches,17,speed_floor,all,0.905
N_observations,5504,speed_floor,all,0.905
perc_breaches,0.0030886627906976743,speed_floor,all,0.905
conf_level,0.9969113372093024,speed_floor,all,0.905
avg_shortfall,-0.0193363809075128,speed_floor,all,0.905
max_shortfall,-0.0594983269056933,speed_floor,all,0.905
costs,0.08775192298757367,speed_floor,all,0.905
peak_to_through,3.492147022906548,speed_floor,all,0.905
max_1d,1.2183014535021253,speed_floor,all,0.905
max_5d,1.6108437831604958,speed_floor,all,0.905
max_30d,1.9099317461406458,speed_floor,all,0.905
max_ltm,1.5010386488404328,speed_floor,all,0.905
avg_ltm,1.2006600235200804,speed_floor,all,0.905
n_breaches,6,baseline,covid,0.905
N_observations,252,baseline,covid,0.905
perc_breaches,0.023809523809523808,baseline,covid,0.905
conf_level,0.9761904761904762,baseline,covid,0.905
avg_shortfall,-0.014543460269884657,baseline,covid,0.905
max_shortfall,-0.027605961915591337,baseline,covid,0.905
costs,0.12886119985663375,baseline,covid,0.905
peak_to_through,5.2126630925460224,baseline,covid,0.905
max_1d,1.2698692852168996,baseline,covid,0.905
max_5d,1.968002214988589,baseline,covid,0.905
max_30d,4.324506467738693,baseline,covid,0.905
max_ltm,1.3603691288916455,baseline,covid,0.905
avg_ltm,1.186014844548529,baseline,covid,0.905
n_breaches,8,speed,covid,0.905
N_observations,252,speed,covid,0.905
perc_breaches,0.031746031746031744,speed,covid,0.905
conf_level,0.9682539682539683,speed,covid,0.905
avg_shortfall,-0.026097935964882364,speed,covid,0.905
max_shortfall,-0.061890800295938325,speed,covid,0.905
costs,0.12069693404993011,speed,covid,0.905
peak_to_through,4.3702224514628725,speed,covid,0.905
max_1d,1.2698692852168996,speed,covid,0.905
max_5d,1.8746909621568524,speed,covid,0.905
max_30d,1.9099317461406458,speed,covid,0.905
max_ltm,1.6053370246935554,speed,covid,0.905
avg_ltm,1.2939644712276246,speed,covid,0.905
n_breaches,3,floor,covid,0.905
N_observations,252,floor,covid,0.905
perc_breaches,0.011904761904761904,floor,covid,0.905
conf_level,0.9880952380952381,floor,covid,0.905
avg_shortfall,-0.01896310345344,floor,covid,0.905
max_shortfall,-0.027605961915591337,floor,covid,0.905
costs,0.13156488835582975,floor,covid,0.905
peak_to_through,3.7433102031778716,floor,covid,0.905
max_1d,1.1945538850897455,floor,covid,0.905
max_5d,1.790256020729071,floor,covid,0.905
max_30d,3.224855421081578,floor,covid,0.905
max_ltm,1.2581560513514078,floor,covid,0.905
avg_ltm,1.1720023832117246,floor,covid,0.905
n_breaches,7,cap,covid,0.905
N_observations,252,cap,covid,0.905
perc_breaches,0.027777777777777776,cap,covid,0.905
conf_level,0.9722222222222222,cap,covid,0.905
avg_shortfall,-0.014630615257128532,cap,covid,0.905
max_shortfall,-0.027605961915591337,cap,covid,0.905
costs,0.11335770571963992,cap,covid,0.905
peak_to_through,3.003617817963075,cap,covid,0.905
max_1d,1.2698692852168996,cap,covid,0.905
max_5d,1.968002214988589,cap,covid,0.905
max_30d,2.9481970696004187,cap,covid,0.905
max_ltm,1.3603691288916455,cap,covid,0.905
avg_ltm,1.1739721358398016,cap,covid,0.905
n_breaches,2,buffer,covid,0.905
N_observations,252,buffer,covid,0.905
perc_breaches,0.007936507936507936,buffer,covid,0.905
conf_level,0.9920634920634921,buffer,covid,0.905
avg_shortfall,-0.0032286244263927746,buffer,covid,0.905
max_shortfall,-0.0055850800935799555,buffer,covid,0.905
costs,0.15149624022534627,buffer,covid,0.905
peak_to_through,4.170130474036818,buffer,covid,0.905
max_1d,1.2698692852168998,buffer,covid,0.905
max_5d,1.9680022149885892,buffer,covid,0.905
max_30d,3.4596051741909544,buffer,covid,0.905
max_ltm,1.0882953031133165,buffer,covid,0.905
avg_ltm,1.0474100720972213,buffer,covid,0.905
n_breaches,4,cap_floor,covid,0.905
N_observations,252,cap_floor,covid,0.905
perc_breaches,0.015873015873015872,cap_floor,covid,0.905
conf_level,0.9841269841269842,cap_floor,covid,0.905
avg_shortfall,-0.018010713885227944,cap_floor,covid,0.905
max_shortfall,-0.027605961915591337,cap_floor,covid,0.905
costs,0.1160613942188359,cap_floor,covid,0.905
peak_to_through,2.1569537537359587,cap_floor,covid,0.905
max_1d,1.1938545316691405,cap_floor,covid,0.905
max_5d,1.555492885823581,cap_floor,covid,0.905
max_30d,2.1569537537359587,cap_floor,covid,0.905
max_ltm,1.2581560513514078,cap_floor,covid,0.905
avg_ltm,1.154430758305653,cap_floor,covid,0.905
n_breaches,4,speed_floor,covid,0.905
N_observations,252,speed_floor,covid,0.905
perc_breaches,0.015873015873015872,speed_floor,covid,0.905
conf_level,0.9841269841269842,speed_floor,covid,0.905
avg_shortfall,-0.022276119085101645,speed_floor,covid,0.905
max_shortfall,-0.032215165980086585,speed_floor,covid,0.905
costs,0.12691079103567335,speed_floor,covid,0.905
peak_to_through,3.492147022906548,speed_floor,covid,0.905
max_1d,1.1938545316691405,speed_floor,covid,0.905
max_5d,1.555492885823581,speed_floor,covid,0.905
